Location,LocCode,ImageNumber,ImageQuality,Species,NumIndividuals,Date,Time,Notes
Anteater_1,AT,IMG_0025,1,human,1,10/11/2019,14:25:00,Orientation one:close to the road
Anteater_1,AT,IMG_0028,1,human,1,10/11/2019,14:55:00, 
Anteater_1,AT,IMG_0031,1,human,1,10/11/2019,18:24:00, 
Anteater_1,AT,IMG_0034,1,human,1,10/11/2019,18:28:00, 
Anteater_1,AT,IMG_0039,1,human,1,10/11/2019,18:37:00, 
Anteater_1,AT,IMG_0041,1,domestic dog,1,10/11/2019,18:38:00, 
Anteater_1,AT,IMG_0041,1,human,1,10/11/2019,18:38:00, 
Anteater_1,AT,IMG_0043,2,human,1,10/11/2019,18:40:00,only leg
Anteater_1,AT,IMG_0047,1,domestic dog,1,10/11/2019,21:06:00, 
Anteater_1,AT,IMG_0047,1,human,1,10/11/2019,21:06:00, 
Anteater_1,AT,IMG_0050,1,human,1,10/11/2019,21:18:00, 
Anteater_1,AT,IMG_0051,1,human,2,10/11/2019,21:18:00, 
Anteater_1,AT,IMG_0052,1,coyote,1,10/11/2019,23:46:00, 
Anteater_1,AT,IMG_0060,1,human,1,10/11/2019,7:52:00, 
Anteater_1,AT,IMG_0064,1,human,1,10/12/2019,8:18:00, 
Anteater_1,AT,IMG_0064,1,domestic dog,1,10/12/2019,8:18:00, 
Anteater_1,AT,IMG_0067,1,human,1,10/12/2019,8:42:00, 
Anteater_1,AT,IMG_0073,1,human,1,10/12/2019,9:56:00, 
Anteater_1,AT,IMG_0087,1,human,2,10/12/2019,12:32:00, 
Anteater_1,AT,IMG_0096,1,human,2,10/12/2019,13:50:00, 
Anteater_1,AT,IMG_0101,1,human,1,10/12/2019,14:09:00, 
Anteater_1,AT,IMG_0103,1,human,1,10/12/2019,14:39:00, 
Anteater_1,AT,IMG_0106,1,human,1,10/12/2019,14:55:00, 
Anteater_1,AT,IMG_0110,1,human,1,10/12/2019,15:47:00, 
Anteater_1,AT,IMG_0112,1,human,1,10/12/2019,16:24:00, 
Anteater_1,AT,IMG_0120,1,coyote,1,10/12/2019,19:38:00, 
Anteater_1,AT,IMG_0124,1,coyote,1,10/12/2019,19:55:00, 
Anteater_1,AT,IMG_0127,1,human,1,10/12/2019,20:47:00, 
Anteater_1,AT,IMG_0143,1,coyote,1,10/13/2019,6:22:00, 
Anteater_1,AT,IMG_0152,1,human,1,10/13/2019,12:58:00, 
Anteater_1,AT,IMG_0154,1,human,1,10/13/2019,13:02:00, 
Anteater_1,AT,IMG_0163,1,human,1,10/13/2019,13:03:00, 
Anteater_1,AT,IMG_0166,1,human,1,10/13/2019,13:04:00, 
Anteater_1,AT,IMG_0166,1,domestic dog,1,10/13/2019,13:04:00, 
Anteater_1,AT,IMG_0177,1,human,4,10/13/2019,13:27:00, 
Anteater_1,AT,IMG_0184,1,human,1,10/13/2019,14:29:00, 
Anteater_1,AT,IMG_0193,1,human,1,10/13/2019,15:41:00, 
Anteater_1,AT,IMG_0197,1,human,2,10/13/2019,16:13:00, 
Anteater_1,AT,IMG_0199,1,human,1,10/13/2019,16:58:00, 
Anteater_1,AT,IMG_0200,1,domestic dog,1,10/13/2019,16:58:00, 
Anteater_1,AT,IMG_0208,1,human,2,10/13/2019,18:59:00, 
Anteater_1,AT,IMG_0236,1,rabbit,1,10/14/2019,5:51:00, 
Anteater_1,AT,IMG_0243,2,human,1,10/14/2019,5:57:00, 
Anteater_1,AT,IMG_0244,1,rabbit,1,10/14/2019,6:28:00, 
Anteater_1,AT,IMG_0256,1,human,1,10/14/2019,6:36:00, 
Anteater_1,AT,IMG_0253,1,human,1,10/14/2019,7:07:00, 
Anteater_1,AT,IMG_0256,1,human,1,10/14/2019,7:12:00, 
Anteater_1,AT,IMG_0259,1,human,1,10/14/2019,7:17:00, 
Anteater_1,AT,IMG_0275,1,domestic dog,1,10/14/2019,8:15:00, 
Anteater_1,AT,IMG_0294,1,human,2,10/14/2019,9:25:00, 
Anteater_1,AT,IMG_0307,1,human,1,10/14/2019,10:41:00, 
Anteater_1,AT,IMG_0312,1,human,3,10/14/2019,10:48:00, 
Anteater_1,AT,IMG_0313,1,human,1,10/14/2019,11:25:00, 
Anteater_1,AT,IMG_0320,1,human,1,10/14/2019,13:47:00, 
Anteater_1,AT,IMG_0323,1,human,1,10/14/2019,14:15:00, 
Anteater_1,AT,IMG_0328,1,human,1,10/14/2019,15:27:00, 
Anteater_1,AT,IMG_0331,1,human,1,10/14/2019,15:31:00, 
Anteater_1,AT,IMG_0341,1,human,2,10/14/2019,15:42:00, 
Anteater_1,AT,IMG_0343,1,human,1,10/14/2019,18:25:00, 
Anteater_1,AT,IMG_0347,1,human,1,10/14/2019,19:02:00, 
Anteater_1,AT,IMG_0355,1,human,1,10/14/2019,19:34:00, 
Anteater_1,AT,IMG_0367,1,coyote,1,10/14/2019,20:21:00, 
Anteater_1,AT,IMG_0371,1,coyote,2,10/15/2019,2:41:00, 
Anteater_1,AT,IMG_0378,3,unknown,1,10/15/2019,6:09:00, 
Anteater_1,AT,IMG_0388,3,human,1,10/15/2019,7:07:00, 
Anteater_1,AT,IMG_0394,1,human,1,10/15/2019,7:51:00, 
Anteater_1,AT,IMG_0397,1,human,1,10/15/2019,7:56:00, 
Anteater_1,AT,IMG_0416,1,human,1,10/15/2019,14:08:00, 
Anteater_1,AT,IMG_0418,1,human,1,10/15/2019,16:09:00, 
Anteater_1,AT,IMG_0419,1,human,1,10/15/2019,16:09:00, 
Anteater_1,AT,IMG_0421,1,human,1,10/15/2019,16:30:00, 
Anteater_1,AT,IMG_0422,1,human,1,10/15/2019,16:30:00, 
Anteater_1,AT,IMG_0424,1,human,1,10/15/2019,16:45:00, 
Anteater_1,AT,IMG_0428,1,human,1,10/15/2019,17:32:00, 
Anteater_1,AT,IMG_0428,1,domestic dog,1,10/15/2019,17:32:00, 
Anteater_1,AT,IMG_0430,1,human,1,10/15/2019,18:15:00, 
Anteater_1,AT,IMG_0433,1,human,1,10/15/2019,19:33:00, 
Anteater_1,AT,IMG_0438,1,human,1,10/15/2019,19:41:00, 
Anteater_1,AT,IMG_0439,1,human,1,10/15/2019,20:09:00, 
Anteater_1,AT,IMG_0442,1,coyote,1,10/15/2019,0:41:00, 
Anteater_1,AT,IMG_0447,1,human,1,10/16/2019,1:07:00, 
Anteater_1,AT,IMG_0448,1,human,1,10/16/2019,1:14:00, 
Anteater_1,AT,IMG_0451,1,rabbit,1,10/16/2019,6:17:00, 
Anteater_1,AT,IMG_0455,1,human,1,10/16/2019,6:32:00, 
Anteater_1,AT,IMG_0458,1,human,1,10/16/2019,7:09:00, 
Anteater_1,AT,IMG_0458,1,domestic dog,1,10/16/2019,7:09:00, 
Anteater_1,AT,IMG_0459,1,human,1,10/16/2019,7:09:00, 
Anteater_1,AT,IMG_0463,1,human,2,10/16/2019,7:19:00, 
Anteater_1,AT,IMG_0467,1,human,1,10/16/2019,7:21:00, 
Anteater_1,AT,IMG_0469,1,human,1,10/16/2019,7:59:00, 
Anteater_1,AT,IMG_0472,1,human,2,10/16/2019,8:00:00, 
Anteater_1,AT,IMG_0475,1,human,1,10/16/2019,8:05:00, 
Anteater_1,AT,IMG_0479,1,human,1,10/16/2019,8:18:00, 
Anteater_1,AT,IMG_0479,1,domestic dog,1,10/16/2019,8:18:00, 
Anteater_1,AT,IMG_0484,1,human,1,10/16/2019,9:06:00, 
Anteater_1,AT,IMG_0493,1,human,1,10/16/2019,11:46:00, 
Anteater_1,AT,IMG_0493,1,domestic dog,1,10/16/2019,11:46:00, 
Anteater_1,AT,IMG_0502,1,human,1,10/16/2019,14:50:00, 
Anteater_1,AT,IMG_0502,1,domestic dog,1,10/16/2019,14:50:00, 
Anteater_1,AT,IMG_0505,1,human,1,10/16/2019,15:50:00, 
Anteater_1,AT,IMG_0507,1,human,1,10/16/2019,15:50:00, 
Anteater_1,AT,IMG_0508,1,human,1,10/16/2019,16:06:00, 
Anteater_1,AT,IMG_0511,1,human,1,10/16/2019,16:46:00, 
Anteater_1,AT,IMG_0515,1,human,1,10/16/2019,17:49:00, 
Anteater_1,AT,IMG_0517,1,human,1,10/16/2019,19:00:00, 
Anteater_1,AT,IMG_0522,1,human,1,10/16/2019,19:04:00, 
Anteater_1,AT,IMG_0534,2,human,1,10/16/2019,19:37:00, 
Anteater_1,AT,IMG_0538,2,coyote,1,10/16/2019,21:54:00, 
Anteater_1,AT,IMG_0541,1,coyote,1,10/16/2019,3:40:00, 
Anteater_1,AT,IMG_0544,1,rabbit,1,10/17/2019,4:29:00, 
Anteater_1,AT,IMG_0550,1,domestic dog,2,10/17/2019,5:50:00, 
Anteater_1,AT,IMG_0550,1,human,1,10/17/2019,5:50:00, 
Anteater_1,AT,IMG_0553,1,human,1,10/17/2019,7:45:00, 
Anteater_1,AT,IMG_0556,1,human,1,10/17/2019,7:46:00, 
Anteater_1,AT,IMG_0563,1,human,1,10/17/2019,8:20:00, 
Anteater_1,AT,IMG_0563,1,domestic dog,1,10/17/2019,8:20:00, 
Anteater_1,AT,IMG_0613,1,human,1,10/17/2019,16:20:00, 
Anteater_1,AT,IMG_0615,1,human,1,10/17/2019,16:20:00, 
Anteater_1,AT,IMG_0622,1,human,1,10/17/2019,16:37:00, 
Anteater_1,AT,IMG_0628,1,Human,1,10/17/2019,17:34:00, 
Anteater_1,AT,IMG_0632,1,domestic dog,2,10/17/2019,17:44:00, 
Anteater_1,AT,IMG_0632,1,Human,1,10/17/2019,17:44:00, 
Anteater_1,AT,IMG_0634,1,Human,1,10/17/2019,18:03:00, 
Anteater_1,AT,IMG_0637,1,Human,1,10/16/2019,20:32:00, 
Anteater_1,AT,IMG_0643,1,Human,1,10/17/2019,0:02:00, 
Anteater_1,AT,IMG_0646,1,Human,1,10/18/2019,5:53:00, 
Anteater_1,AT,IMG_0650,1,rabbit,1,10/18/2019,6:13:00, 
Anteater_1,AT,IMG_0655,2,Human,1,10/18/2019,7:16:00, 
Anteater_1,AT,IMG_0658,2,Human,1,10/18/2019,7:23:00, 
Anteater_1,AT,IMG_0663,1,Human,2,10/18/2019,7:28:00, 
Anteater_1,AT,IMG_0663,1,domestic dog,1,10/18/2019,7:28:00, 
Anteater_1,AT,IMG_0664,1,Human,1,10/18/2019,7:39:00, 
Anteater_1,AT,IMG_0667,1,Human,1,10/18/2019,7:43:00, 
Anteater_1,AT,IMG_0670,1,Human,1,10/18/2019,7:44:00, 
Anteater_2,AT,IMG_0687,1,Human,1,10/18/2019,10:02:00,New Orientation#2
Anteater_2,AT,IMG_0732,1,Human,1,10/18/2019,16:05:00, 
Anteater_2,AT,IMG_0738,1,Human,1,10/18/2019,18:12:00, 
Anteater_2,AT,IMG_0739,1,rabbit,1,10/18/2019,22:44:00, 
Anteater_2,AT,IMG_0741,1,rabbit,1,10/18/2019,23:34:00, 
Anteater_2,AT,IMG_0744,1,Rabbit,1,10/18/2019,0:30:00, 
Anteater_2,AT,IMG_0747,1,coyote,1,10/19/2019,0:40:00, 
Anteater_2,AT,IMG_0751,1,coyote,1,10/19/2019,3:44:00, 
Anteater_2,AT,IMG_0756,1,human,1,10/19/2019,7:57:00, 
Anteater_2,AT,IMG_0762,1,human,1,10/19/2019,9:39:00, 
Anteater_2,AT,IMG_0768,1,human,2,10/19/2019,10:19:00, 
Anteater_2,AT,IMG_0774,1,human,2,10/19/2019,12:52:00, 
Anteater_2,AT,IMG_0781,1,human,1,10/19/2019,12:56:00, 
Anteater_2,AT,IMG_0799,1,coyote,1,10/19/2019,21:57:00, 
Anteater_2,AT,IMG_0813,1,bird,1,10/19/2019,9:18:00,cool picture
Anteater_2,AT,IMG_0818,1,human,2,10/20/2019,10:04:00, 
Anteater_2,AT,IMG_0822,1,human,1,10/20/2019,10:47:00, 
Anteater_2,AT,IMG_0825,1,human,1,10/20/2019,11:59:00, 
Anteater_2,AT,IMG_0840,1,human,1,10/20/2019,15:01:00, 
Anteater_2,AT,IMG_0847,1,human,1,10/20/2019,18:18:00, 
Anteater_2,AT,IMG_0847,1,domestic dog,1,10/20/2019,18:18:00, 
Anteater_2,AT,IMG_0849,1,coyote,1,10/20/2019,18:48:00, 
Anteater_2,AT,IMG_0852,1,coyote,1,10/20/2019,21:09:00, 
Anteater_2,AT,IMG_0856,1,coyote,2,10/20/2019,21:11:00, 
Anteater_2,AT,IMG_0859,2,Rabbit,1,10/20/2019,22:39:00, 
Anteater_2,AT,IMG_0861,2,coyote,1,10/20/2019,23:32:00, 
Anteater_2,AT,IMG_0864,3,Rabbit,1,10/20/2019,3:23:00, 
Anteater_2,AT,IMG_0867,3,Rabbit,1,10/21/2019,3:50:00, 
Anteater_2,AT,IMG_0871,2,Rabbit,1,10/21/2019,5:31:00, 
Anteater_2,AT,IMG_0876,3,Rabbit,1,10/21/2019,6:24:00, 
Anteater_2,AT,IMG_0879,1,human,1,10/21/2019,6:48:00, 
Anteater_2,AT,IMG_0883,2,domestic dog,2,10/21/2019,8:11:00, 
Anteater_2,AT,IMG_0883,2,human,2,10/21/2019,8:11:00, 
Anteater_2,AT,IMG_0900,3,bird,1,10/21/2019,15:04:00, 
Anteater_2,AT,IMG_0903,2,human,1,10/21/2019,17:57:00, 
Anteater_2,AT,IMG_0906,3,human,1,10/21/2019,18:53:00,cyclist
Anteater_2,AT,IMG_0909,3,coyote,1,10/21/2019,22:16:00, 
Anteater_2,AT,IMG_0912,2,coyote,1,10/21/2019,22:49:00, 
Anteater_2,AT,IMG_0915,2,coyote,1,10/21/2019,23:22:00, 
Anteater_2,AT,IMG_0918,3,coyote,1,10/21/2019,23:24:00, 
Anteater_2,AT,IMG_0922,2,Rabbit,1,10/22/2019,4:36:00, 
Anteater_2,AT,IMG_0924,3,unknown,1,10/22/2019,4:38:00,possibly a rabbit
Anteater_2,AT,IMG_0927,3,unknown,1,10/22/2019,6:22:00,possibly a rabbit
Anteater_2,AT,IMG_0930,1,human,1,10/22/2019,7:34:00, 
Anteater_2,AT,IMG_0934,2,human,1,10/22/2019,7:43:00, 
Anteater_2,AT,IMG_0936,2,human,1,10/22/2019,11:19:00,cyclist
Anteater_2,AT,IMG_0940,2,human,1,10/22/2019,11:44:00,cyclist
Anteater_2,AT,IMG_0942,2,human,1,10/22/2019,12:42:00, 
Anteater_2,AT,IMG_0961,2,bird,1,10/22/2019,14:12:00, 
Anteater_2,AT,IMG_0963,3,bird,1,10/22/2019,14:15:00, 
Anteater_2,AT,IMG_0969,3,bird,1,10/22/2019,14:59:00, 
Anteater_2,AT,IMG_0973,1,human,1,10/22/2019,15:12:00, 
Anteater_2,AT,IMG_0975,2,human,2,10/22/2019,17:04:00, 
Anteater_2,AT,IMG_0978,1,human,1,10/22/2019,18:15:00, 
Anteater_2,AT,IMG_0978,1,domestic dog,1,10/22/2019,18:15:00, 
Anteater_2,AT,IMG_0982,2,coyote,1,10/22/2019,19:48:00, 
Anteater_2,AT,IMG_0984,3,unknown,1,10/22/2019,21:46:00,possibly a rabbit
Anteater_2,AT,IMG_0987,3,unknown,1,10/22/2019,22:14:00,possibly a rabbit
Anteater_2,AT,IMG_0991,2,rabbit,1,10/22/2019,22:42:00, 
Anteater_2,AT,IMG_0994,2,coyote,1,10/23/2019,2:01:00, 
Anteater_2,AT,IMG_0996,3,unknown,1,10/23/2019,3:27:00,possibly a rabbit
Anteater_2,AT,IMG_0999,3,unknown,1,10/23/2019,4:33:00,possibly a rabbit
Anteater_2,AT,IMG_1002,2,rabbit,1,10/23/2019,5:37:00, 
Anteater_2,AT,IMG_1006,2,rabbit,1,10/23/2019,6:29:00, 
Anteater_2,AT,IMG_1008,1,human,1,10/23/2019,7:42:00, 
Anteater_2,AT,IMG_1012,1,human,1,10/23/2019,7:28:00, 
Anteater_2,AT,IMG_1014,1,human,1,10/23/2019,10:22:00, 
Anteater_2,AT,IMG_1018,1,human,1,10/23/2019,10:30:00, 
Anteater_2,AT,IMG_1020,1,human,1,10/23/2019,11:35:00, 
Anteater_2,AT,IMG_1042,2,human,1,10/23/2019,14:41:00, 
Anteater_2,AT,IMG_1048,1,coyote,1,10/23/2019,20:26:00, 
Anteater_2,AT,IMG_1051,2,rabbit,1,10/23/2019,21:32:00, 
Anteater_2,AT,IMG_1053,3,unknown,1,10/23/2019,23:39:00,possibly a rabbit
Anteater_2,AT,IMG_1057,2,rabbit,1,10/24/2019,3:49:00, 
Anteater_2,AT,IMG_1061,2,rabbit,1,10/24/2019,5:10:00, 
Anteater_2,AT,IMG_1062,3,rabbit,1,10/24/2019,5:34:00, 
Anteater_2,AT,IMG_1068,2,human,1,10/24/2019,8:28:00, 
Anteater_2,AT,IMG_1072,1,human,1,10/24/2019,9:20:00, 
Anteater_2,AT,IMG_1101,1,human,1,10/24/2019,17:26:00,cyclist
Anteater_2,AT,IMG_1103,2,human,1,10/24/2019,17:26:00,cyclist
Anteater_2,AT,IMG_1111,2,human,2,10/24/2019,18:35:00, 
Anteater_2,AT,IMG_1111,2,domestic dog,1,10/24/2019,18:35:00, 
Anteater_2,AT,IMG_1122,3,rabbit,2,10/24/2019,21:28:00, 
Anteater_2,AT,IMG_1123,1,rabbit,2,10/24/2019,22:24:00, 
Anteater_2,AT,IMG_1126,2,coyote,2,10/24/2019,22:41:00, 
Anteater_2,AT,IMG_1128,3,coyote,1,10/24/2019,22:44:00, 
Anteater_2,AT,IMG_1131,3,rabbit,1,10/25/2019,1:02:00, 
Anteater_2,AT,IMG_1134,3,unknown,1,10/25/2019,2:51:00,possibly a rabbit
Anteater_2,AT,IMG_1137,3,rabbit,1,10/25/2019,4:12:00, 
Anteater_2,AT,IMG_1140,3,unknown,1,10/25/2019,4:39:00,possibly a rabbit
Anteater_2,AT,IMG_1145,2,rabbit,1,10/25/2019,5:38:00, 
Anteater_2,AT,IMG_1146,3,unknown,1,10/25/2019,6:17:00,rabbit?
Anteater_2,AT,IMG_1149,3,unknown,1,10/25/2019,6:38:00,blurred shape on the left side
Anteater_2,AT,IMG_1152,2,human,1,10/25/2019,7:50:00, 
Anteater_2,AT,IMG_1156,2,human,1,10/25/2019,7:58:00, 
Anteater_2,AT,IMG_1158,2,human,1,10/25/2019,9:05:00, 
Anteater_2,AT,IMG_1162,1,human,1,10/25/2019,9:18:00, 
Anteater_2,AT,IMG_1183,1,human,1,10/25/2019,17:16:00,cyclist
Anteater_2,AT,IMG_1185,3,unknown,1,10/25/2019,22:27:00,blur on the lower right
Anteater_2,AT,IMG_1188,3,coyote,1,10/25/2019,23:26:00, 
Anteater_2,AT,IMG_1191,2,rabbit,1,10/26/2019,1:16:00, 
Anteater_2,AT,IMG_1194,2,rabbit,1,10/26/2019,1:27:00, 
Anteater_2,AT,IMG_1197,3,unknown,1,10/26/2019,5:39:00,rabbit?
Anteater_2,AT,IMG_1200,3,unknown,1,10/26/2019,6:35:00,blur on left side
Anteater_2,AT,IMG_1203,2,human,1,10/26/2019,8:49:00, 
Anteater_2,AT,IMG_1207,1,human,1,10/26/2019,8:53:00, 
Anteater_2,AT,IMG_1220,2,bird,1,10/26/2019,13:44:00, 
Anteater_2,AT,IMG_1231,2,bird,1,10/26/2019,14:22:00, 
Anteater_2,AT,IMG_1245,1,human,1,10/26/2019,14:49:00,cyclist
Anteater_2,AT,IMG_1248,1,human,1,10/26/2019,14:54:00,cyclist
Anteater_2,AT,IMG_1254,1,domestic dog,1,10/26/2019,16:57:00, 
Anteater_2,AT,IMG_1256,1,domestic dog,1,10/26/2019,16:57:00, 
Anteater_2,AT,IMG_1257,1,human,1,10/26/2019,16:58:00, 
Anteater_2,AT,IMG_1260,3,coyote,1,10/26/2019,18:45:00, 
Anteater_2,AT,IMG_1266,3,coyote,1,10/26/2019,19:21:00, 
Anteater_2,AT,IMG_1269,3,unknown,1,10/26/2019,20:29:00,rabbit?
Anteater_2,AT,IMG_1272,3,unknown,1,10/26/2019,23:47:00, 
Anteater_2,AT,IMG_1276,2,human,4,10/27/2019,1:09:00, 
Anteater_2,AT,IMG_1282,2,rabbit,2,10/27/2019,5:25:00, 
Anteater_2,AT,IMG_1284,3,unknown,1,10/27/2019,5:42:00, 
Anteater_2,AT,IMG_1288,3,rabbit,1,10/27/2019,6:26:00, 
Anteater_2,AT,IMG_1290,1,human,1,10/27/2019,7:25:00, 
Anteater_2,AT,IMG_1294,1,human,1,10/27/2019,8:23:00, 
Anteater_2,AT,IMG_1294,1,domestic dog,1,10/27/2019,8:23:00, 
Anteater_2,AT,IMG_1296,1,human,1,10/27/2019,8:34:00, 
Anteater_2,AT,IMG_1300,1,human,1,10/27/2019,8:38:00, 
Anteater_2,AT,IMG_1303,1,human,1,10/27/2019,9:30:00, 
Anteater_2,AT,IMG_1305,2,human,2,10/27/2019,10:44:00,cyclists
Anteater_2,AT,IMG_1308,1,human,1,10/27/2019,11:35:00, 
Anteater_2,AT,IMG_1311,1,human,1,10/27/2019,11:43:00, 
Anteater_2,AT,IMG_1318,1,human,2,10/27/2019,12:45:00, 
Anteater_2,AT,IMG_1353,1,human,1,10/27/2019,14:53:00,unicyclist
Anteater_2,AT,IMG_1360,1,human,1,10/27/2019,14:29:00,unicyclist
Anteater_2,AT,IMG_1366,1,human,1,10/27/2019,15:32:00, 
Anteater_2,AT,IMG_1369,1,human,1,10/27/2019,17:24:00, 
Anteater_2,AT,IMG_1378,2,rabbit,1,10/28/2019,1:20:00, 
Anteater_2,AT,IMG_1380,3,rabbit,1,10/28/2019,1:27:00, 
Anteater_2,AT,IMG_1385,3,rabbit,1,10/28/2019,3:05:00, 
Anteater_2,AT,IMG_1386,3,unknown,1,10/28/2019,4:25:00,rabbit?
Anteater_2,AT,IMG_1389,3,unknown,1,10/28/2019,4:47:00,rabbit?
Anteater_2,AT,IMG_1393,2,rabbit,1,10/28/2019,5:25:00, 
Anteater_2,AT,IMG_1395,3,unknown,1,10/28/2019,6:00:00,rabbit?
Anteater_2,AT,IMG_1398,2,human,1,10/28/2019,7:01:00, 
Anteater_2,AT,IMG_1402,1,human,1,10/28/2019,7:06:00, 
Anteater_2,AT,IMG_1405,1,human,1,10/28/2019,9:19:00, 
Anteater_2,AT,IMG_1427,2,coyote,2,10/28/2019,22:22:00, 
Anteater_2,AT,IMG_1428,1,rabbit,1,10/28/2019,23:05:00, 
Anteater_2,AT,IMG_1432,3,rabbit,1,10/29/2019,0:25:00, 
Anteater_2,AT,IMG_1434,2,rabbit,1,10/29/2019,0:58:00, 
Anteater_2,AT,IMG_1439,2,rabbit,2,10/29/2019,2:07:00, 
Anteater_2,AT,IMG_1444,2,rabbit,2,10/29/2019,2:17:00, 
Anteater_2,AT,IMG_1447,1,rabbit,1,10/29/2019,3:19:00, 
Anteater_2,AT,IMG_1450,2,rabbit,1,10/29/2019,5:50:00, 
Anteater_2,AT,IMG_1452,3,human,1,10/29/2019,6:50:00, 
Anteater_2,AT,IMG_1455,3,human,1,10/29/2019,6:54:00, 
Anteater_2,AT,IMG_1458,1,human,1,10/29/2019,7:45:00, 
Anteater_2,AT,IMG_1458,1,domestic dog,1,10/29/2019,7:45:00, 
Anteater_2,AT,IMG_1463,2,human,1,10/29/2019,7:56:00,same person as in the last shot
Anteater_2,AT,IMG_1463,2,domestic dog,1,10/29/2019,7:56:00,same person as in the last shot
Anteater_2,AT,IMG_1500,1,bird,1,10/29/2019,14:59:00, 
Anteater_2,AT,IMG_1507,2,bird,1,10/29/2019,15:44:00, 
Anteater_2,AT,IMG_1516,2,rabbit,1,10/30/2019,6:00:00, 
Anteater_2,AT,IMG_1524,2,human,1,10/30/2019,6:46:00, 
Anteater_2,AT,IMG_1527,2,human,1,10/30/2019,6:51:00, 
Anteater_2,AT,IMG_1533,1,human,1,10/30/2019,9:59:00, 
Anteater_2,AT,IMG_1554,1,human,2,10/30/2019,15:05:00,cyclists
Anteater_2,AT,IMG_1558,1,human,1,10/30/2019,15:08:00,cyclist
Anteater_2,AT,IMG_1564,1,human,1,10/30/2019,15:10:00,cyclist
Anteater_2,AT,IMG_1582,1,human,3,10/30/2019,17:13:00, 
Anteater_2,AT,IMG_1587,1,rabbit,1,10/30/2019,21:06:00, 
Anteater_2,AT,IMG_1590,3,rabbit,1,10/31/2019,0:09:00, 
Anteater_2,AT,IMG_1593,3,rabbit,1,10/31/2019,1:40:00, 
Anteater_2,AT,IMG_1596,3,rabbit,1,10/31/2019,3:03:00, 
Anteater_2,AT,IMG_1600,2,coyote,1,10/31/2019,6:12:00, 
Anteater_2,AT,IMG_1603,3,rabbit,1,10/31/2019,6:21:00, 
Anteater_2,AT,IMG_1605,1,rabbit,1,10/31/2019,6:24:00, 
Anteater_2,AT,IMG_1610,2,human,1,10/31/2019,10:41:00, 
Anteater_2,AT,IMG_1610,2,domestic dog,1,10/31/2019,10:41:00, 
Anteater_2,AT,IMG_1632,1,human,1,10/31/2019,17:37:00, 
Anteater_2,AT,IMG_1635,3,unknown,1,10/31/2019,18:14:00,something on the lower right
Anteater_2,AT,IMG_1638,2,coyote,1,10/31/2019,18:54:00, 
Anteater_2,AT,IMG_1644,3,coyote,1,10/31/2019,21:21:00, 
Anteater_2,AT,IMG_1647,3,unknown,1,10/31/2019,23:21:00,something on the lower right
Anteater_2,AT,IMG_1650,3,rabbit,1,11/1/2019,0:17:00, 
Anteater_2,AT,IMG_1653,3,unknown,1,11/1/2019,4:04:00,"something on left, possibly a rabbit"
Anteater_2,AT,IMG_1656,1,rabbit,1,11/1/2019,6:11:00, 
Anteater_2,AT,IMG_1659,3,rabbit,1,11/1/2019,6:22:00, 
Anteater_2,AT,IMG_1677,3,rabbit,1,11/1/2019,21:23:00, 
Anteater_2,AT,IMG_1680,2,rabbit,1,11/2/2019,0:32:00, 
Anteater_2,AT,IMG_1684,2,rabbit,1,11/2/2019,0:59:00, 
Anteater_2,AT,IMG_1686,2,human,1,11/2/2019,8:27:00, 
Anteater_2,AT,IMG_1690,1,human,1,11/2/2019,8:31:00, 
Anteater_2,AT,IMG_1692,1,human,1,11/2/2019,9:57:00, 
Anteater_2,AT,IMG_1696,1,human,2,11/2/2019,11:48:00, 
Anteater_2,AT,IMG_1708,1,human,1,11/2/2019,16:28:00, 
Anteater_2,AT,IMG_1710,1,human,1,11/2/2019,16:34:00, 
Anteater_2,AT,IMG_1713,2,human,2,11/2/2019,16:58:00, 
Anteater_2,AT,IMG_1718,1,human,2,11/2/2019,17:16:00, 
Anteater_2,AT,IMG_1724,1,coyote,1,11/2/2019,19:08:00, 
Anteater_2,AT,IMG_1726,2,rabbit,1,11/2/2019,19:57:00, 
Anteater_2,AT,IMG_1729,3,rabbit,1,11/2/2019,21:04:00, 
Anteater_2,AT,IMG_1731,3,rabbit,1,11/3/2019,0:32:00, 
Anteater_2,AT,IMG_1738,3,unknown,1,11/3/2019,4:11:00,"Camera error, only light from the eyes is visible"
Anteater_2,AT,IMG_1744,3,unknown,1,11/3/2019,6:29:00,"Camera error, only light from the eyes is visible"
Anteater_2,AT,IMG_1749,3,human,1,11/3/2019,7:26:00, 
Anteater_2,AT,IMG_1752,1,human,1,11/3/2019,8:31:00, 
Anteater_2,AT,IMG_1755,1,human,1,11/3/2019,10:47:00, 
Anteater_2,AT,IMG_1759,1,human,1,11/3/2019,11:44:00,cyclist
Anteater_2,AT,IMG_1761,1,human,1,11/3/2019,11:57:00, 
Anteater_2,AT,IMG_1765,1,human,1,11/3/2019,12:02:00, 
Anteater_2,AT,IMG_1767,1,human,1,11/3/2019,13:05:00,cyclist
Anteater_2,AT,IMG_1768,1,human,1,11/3/2019,13:05:00,cyclist
Anteater_2,AT,IMG_1773,1,human,2,11/3/2019,17:36:00, 
Anteater_2,AT,IMG_1777,1,human,2,11/3/2019,17:55:00, 
Anteater_2,AT,IMG_1779,2,human,1,11/3/2019,17:58:00, 
